Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Age_Band,Date,Day_Type,Educational_Time,Recreational_Time
17,Male,3.67,Smartphone,True,0.34,Poor Sleep,Urban,16-20,2025-10-05,Weekend,1.2478,2.4222
10,Male,3.02,TV,True,0.46,"Poor Sleep, Obesity Risk",Rural,6-10,2025-10-30,Weekday,1.3892,1.6308
10,Female,1.92,TV,False,0.41,None,Urban,6-10,2025-10-13,Weekday,0.7871999999999999,1.1328
11,Female,4.16,Laptop,True,0.36,"Anxiety, Obesity Risk",Urban,11-15,2025-10-27,Weekday,1.4976,2.6624
14,Male,3.9,TV,True,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15,2025-10-15,Weekday,1.443,2.457
11,Female,6.12,TV,True,0.34,None,Urban,11-15,2025-10-11,Weekend,2.0808,4.0392
16,Male,6.23,Smartphone,True,0.47,Obesity Risk,Rural,16-20,2025-10-15,Weekday,2.9281,3.3019000000000003
8,Male,2.87,Smartphone,True,0.52,None,Urban,6-10,2025-10-13,Weekday,1.4924000000000002,1.3776
15,Male,4.88,Smartphone,True,0.34,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-03,Weekday,1.6592,3.2207999999999997
14,Female,2.61,Smartphone,False,0.38,None,Rural,11-15,2025-10-14,Weekday,0.9918,1.6181999999999999
9,Female,1.19,Tablet,False,0.45,None,Urban,6-10,2025-10-07,Weekday,0.5355,0.6545
15,Male,2.54,Laptop,False,0.3,None,Urban,11-15,2025-10-17,Weekday,0.762,1.778
8,Male,5.36,Tablet,True,0.56,Poor Sleep,Urban,6-10,2025-10-25,Weekend,3.0016000000000003,2.3584
18,Male,4.18,TV,True,0.31,None,Urban,16-20,2025-10-24,Weekday,1.2957999999999998,2.8842
16,Male,4.47,TV,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban,16-20,2025-10-09,Weekday,1.9221,2.5479
16,Female,5.91,TV,True,0.38,Anxiety,Rural,16-20,2025-10-31,Weekday,2.2458,3.6642
9,Female,1.64,Smartphone,False,0.49,None,Urban,6-10,2025-10-21,Weekday,0.8036,0.8363999999999999
14,Female,4.13,Smartphone,True,0.49,"Poor Sleep, Eye Strain, Obesity Risk",Rural,11-15,2025-10-16,Weekday,2.0237,2.1063
17,Male,1.97,Smartphone,False,0.44,None,Rural,16-20,2025-10-28,Weekday,0.8668,1.1032
10,Female,0.21,Smartphone,False,0.5,None,Urban,6-10,2025-10-16,Weekday,0.105,0.105
14,Female,3.27,Tablet,True,0.45,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-16,Weekday,1.4715,1.7985
17,Female,4.62,Smartphone,True,0.38,None,Urban,16-20,2025-10-11,Weekend,1.7556,2.8644
16,Female,4.14,Smartphone,True,0.41,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-19,Weekend,1.6973999999999998,2.4425999999999997
11,Female,3.82,Laptop,True,0.5,"Eye Strain, Anxiety",Urban,11-15,2025-10-16,Weekday,1.91,1.91
8,Female,4.69,Smartphone,True,0.59,Poor Sleep,Urban,6-10,2025-10-25,Weekend,2.7671,1.9229000000000003
9,Male,3.59,Smartphone,True,0.44,None,Rural,6-10,2025-10-12,Weekend,1.5796,2.0103999999999997
8,Male,3.28,Tablet,True,0.46,Anxiety,Rural,6-10,2025-10-25,Weekend,1.5088,1.7711999999999999
12,Male,3.94,TV,True,0.44,Poor Sleep,Urban,11-15,2025-10-04,Weekend,1.7336,2.2064
12,Male,6.34,Laptop,True,0.43,None,Rural,11-15,2025-10-09,Weekday,2.7262,3.6138
18,Female,5.16,Smartphone,True,0.47,Poor Sleep,Urban,16-20,2025-10-11,Weekend,2.4252,2.7348000000000003
14,Male,2.89,Laptop,False,0.4,None,Rural,11-15,2025-10-18,Weekend,1.1560000000000001,1.734
16,Female,3.73,Laptop,True,0.34,"Poor Sleep, Eye Strain, Anxiety",Rural,16-20,2025-10-07,Weekday,1.2682,2.4618
16,Male,5.77,Laptop,True,0.41,"Eye Strain, Anxiety",Urban,16-20,2025-10-28,Weekday,2.3656999999999995,3.4043
10,Male,3.57,Smartphone,True,0.52,None,Rural,6-10,2025-10-17,Weekday,1.8564,1.7135999999999998
10,Female,6.58,TV,True,0.52,Poor Sleep,Rural,6-10,2025-10-17,Weekday,3.4216,3.1584
10,Male,3.2,Smartphone,True,0.55,"Poor Sleep, Eye Strain",Urban,6-10,2025-10-20,Weekday,1.7600000000000002,1.44
11,Male,2.08,TV,False,0.31,None,Rural,11-15,2025-10-27,Weekday,0.6448,1.4352
15,Male,4.26,Smartphone,True,0.42,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15,2025-10-23,Weekday,1.7892,2.4707999999999997
13,Male,8.24,TV,True,0.4,Poor Sleep,Urban,11-15,2025-10-14,Weekday,3.2960000000000003,4.944
15,Male,3.85,Smartphone,True,0.35,"Poor Sleep, Anxiety, Obesity Risk",Urban,11-15,2025-10-05,Weekend,1.3475,2.5025000000000004
8,Female,1.63,Smartphone,False,0.59,None,Urban,6-10,2025-10-20,Weekday,0.9616999999999999,0.6683
15,Male,2.2,Smartphone,False,0.44,None,Rural,11-15,2025-10-03,Weekday,0.9680000000000001,1.2320000000000002
11,Female,2.73,Tablet,False,0.35,None,Urban,11-15,2025-10-05,Weekend,0.9554999999999999,1.7745000000000002
18,Male,5.02,Smartphone,True,0.49,None,Urban,16-20,2025-10-04,Weekend,2.4597999999999995,2.5602
8,Female,4.92,Tablet,True,0.59,"Poor Sleep, Anxiety",Urban,6-10,2025-10-19,Weekend,2.9027999999999996,2.0172000000000003
15,Female,4.32,Smartphone,True,0.33,Poor Sleep,Urban,11-15,2025-10-18,Weekend,1.4256000000000002,2.8944
11,Male,3.71,Smartphone,True,0.4,Poor Sleep,Urban,11-15,2025-10-05,Weekend,1.484,2.226
13,Male,4.29,Smartphone,True,0.3,None,Urban,11-15,2025-10-13,Weekday,1.287,3.003
15,Female,6.56,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-06,Weekday,2.1648,4.395199999999999
11,Male,0.95,Smartphone,False,0.36,None,Urban,11-15,2025-10-27,Weekday,0.34199999999999997,0.608
10,Female,2.0,Smartphone,False,0.58,None,Urban,6-10,2025-10-27,Weekday,1.16,0.8400000000000001
16,Female,3.12,Smartphone,True,0.44,Eye Strain,Urban,16-20,2025-10-31,Weekday,1.3728,1.7472
10,Female,1.65,Smartphone,False,0.56,None,Urban,6-10,2025-10-16,Weekday,0.924,0.7259999999999999
16,Male,3.96,Smartphone,True,0.37,Poor Sleep,Urban,16-20,2025-10-24,Weekday,1.4652,2.4947999999999997
9,Female,1.68,TV,False,0.6,None,Rural,6-10,2025-10-02,Weekday,1.008,0.6719999999999999
9,Female,4.05,TV,True,0.48,None,Urban,6-10,2025-10-08,Weekday,1.944,2.106
9,Male,4.29,Tablet,True,0.53,Poor Sleep,Urban,6-10,2025-10-27,Weekday,2.2737000000000003,2.0162999999999998
13,Male,4.46,Laptop,True,0.45,"Poor Sleep, Anxiety",Urban,11-15,2025-10-05,Weekend,2.007,2.453
10,Male,0.0,TV,False,0.47,None,Rural,6-10,2025-10-08,Weekday,0.0,0.0
16,Male,5.54,Smartphone,True,0.34,None,Rural,16-20,2025-10-25,Weekend,1.8836000000000002,3.6563999999999997
11,Female,2.02,Tablet,False,0.39,None,Urban,11-15,2025-10-04,Weekend,0.7878000000000001,1.2322
8,Female,1.67,TV,False,0.56,None,Urban,6-10,2025-10-24,Weekday,0.9352,0.7347999999999999
11,Female,5.3,Tablet,True,0.33,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-29,Weekday,1.749,3.5509999999999997
8,Female,9.35,Smartphone,True,0.55,Anxiety,Rural,6-10,2025-10-19,Weekend,5.1425,4.2075
12,Male,3.97,Smartphone,True,0.36,Poor Sleep,Rural,11-15,2025-10-10,Weekday,1.4292,2.5408
11,Male,4.12,Laptop,True,0.34,None,Urban,11-15,2025-10-30,Weekday,1.4008,2.7192
15,Male,4.88,Laptop,True,0.43,Eye Strain,Rural,11-15,2025-10-01,Weekday,2.0984,2.7816
15,Female,5.48,Smartphone,True,0.42,"Eye Strain, Anxiety",Urban,11-15,2025-10-31,Weekday,2.3016,3.1784000000000003
14,Female,3.23,Smartphone,True,0.31,None,Urban,11-15,2025-10-03,Weekday,1.0013,2.2287
10,Male,5.99,TV,True,0.4,"Poor Sleep, Eye Strain",Urban,6-10,2025-10-06,Weekday,2.3960000000000004,3.594
8,Male,1.25,Tablet,False,0.4,None,Urban,6-10,2025-10-05,Weekend,0.5,0.75
8,Male,0.0,Smartphone,False,0.44,None,Urban,6-10,2025-10-10,Weekday,0.0,0.0
18,Male,3.91,Laptop,True,0.43,"Poor Sleep, Eye Strain",Rural,16-20,2025-10-06,Weekday,1.6813,2.2287
10,Female,8.74,Tablet,True,0.56,Poor Sleep,Urban,6-10,2025-10-13,Weekday,4.894400000000001,3.8455999999999992
13,Female,7.85,TV,True,0.43,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-06,Weekday,3.3754999999999997,4.4745
14,Female,5.76,Smartphone,True,0.35,"Poor Sleep, Anxiety, Obesity Risk",Urban,11-15,2025-10-30,Weekday,2.016,3.7439999999999998
13,Female,3.37,Smartphone,True,0.46,Anxiety,Rural,11-15,2025-10-16,Weekday,1.5502,1.8198
13,Female,4.11,Laptop,True,0.37,Poor Sleep,Urban,11-15,2025-10-15,Weekday,1.5207000000000002,2.5893
13,Male,4.06,Smartphone,True,0.44,Poor Sleep,Urban,11-15,2025-10-23,Weekday,1.7863999999999998,2.2736
10,Male,2.29,Smartphone,True,0.58,None,Urban,6-10,2025-10-13,Weekday,1.3281999999999998,0.9618000000000002
13,Female,1.9,TV,False,0.43,None,Urban,11-15,2025-10-04,Weekend,0.817,1.083
15,Male,3.83,Smartphone,True,0.42,Poor Sleep,Urban,11-15,2025-10-15,Weekday,1.6086,2.2214
18,Male,4.13,Smartphone,True,0.33,Poor Sleep,Rural,16-20,2025-10-23,Weekday,1.3629,2.7671
18,Female,3.99,Smartphone,True,0.41,Eye Strain,Rural,16-20,2025-10-08,Weekday,1.6359,2.3541000000000003
9,Male,0.0,Tablet,False,0.44,None,Urban,6-10,2025-10-06,Weekday,0.0,0.0
12,Male,3.54,TV,True,0.34,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-19,Weekend,1.2036,2.3364000000000003
8,Female,2.4,TV,True,0.44,None,Urban,6-10,2025-10-23,Weekday,1.056,1.3439999999999999
8,Male,5.51,Smartphone,True,0.6,"Poor Sleep, Obesity Risk",Rural,6-10,2025-10-11,Weekend,3.3059999999999996,2.204
12,Male,4.68,Tablet,True,0.42,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15,2025-10-15,Weekday,1.9655999999999998,2.7144
10,Male,4.05,TV,True,0.42,Poor Sleep,Urban,6-10,2025-10-20,Weekday,1.7009999999999998,2.349
11,Female,3.97,Smartphone,True,0.36,Eye Strain,Rural,11-15,2025-10-23,Weekday,1.4292,2.5408
10,Male,9.2,Smartphone,True,0.48,Eye Strain,Urban,6-10,2025-10-24,Weekday,4.4159999999999995,4.784
8,Male,3.93,Smartphone,True,0.43,None,Urban,6-10,2025-10-09,Weekday,1.6899,2.2401
8,Female,0.0,Smartphone,False,0.55,None,Urban,6-10,2025-10-01,Weekday,0.0,0.0
12,Female,3.15,Tablet,True,0.38,"Poor Sleep, Anxiety",Urban,11-15,2025-10-27,Weekday,1.197,1.9529999999999998
13,Male,2.42,Laptop,False,0.4,None,Urban,11-15,2025-10-22,Weekday,0.968,1.452
10,Female,0.66,Smartphone,False,0.54,None,Urban,6-10,2025-10-24,Weekday,0.35640000000000005,0.3036
16,Female,1.92,Smartphone,False,0.38,None,Urban,16-20,2025-10-11,Weekend,0.7296,1.1904
12,Male,4.46,Laptop,True,0.3,Poor Sleep,Urban,11-15,2025-10-28,Weekday,1.3379999999999999,3.122
15,Male,5.57,Smartphone,True,0.44,Eye Strain,Rural,11-15,2025-10-19,Weekend,2.4508,3.1192
8,Male,6.76,Tablet,True,0.48,"Poor Sleep, Eye Strain",Urban,6-10,2025-10-28,Weekday,3.2447999999999997,3.5152
12,Male,5.69,Smartphone,True,0.43,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15,2025-10-07,Weekday,2.4467000000000003,3.2433
10,Male,4.51,Tablet,True,0.44,None,Urban,6-10,2025-10-24,Weekday,1.9844,2.5256
8,Female,2.9,Smartphone,True,0.56,None,Urban,6-10,2025-10-08,Weekday,1.624,1.2759999999999998
11,Male,3.35,Smartphone,True,0.44,Poor Sleep,Rural,11-15,2025-10-06,Weekday,1.474,1.8760000000000001
12,Male,5.82,TV,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15,2025-10-28,Weekday,2.619,3.201
14,Male,5.09,TV,True,0.43,Poor Sleep,Urban,11-15,2025-10-27,Weekday,2.1887,2.9013
8,Female,5.49,TV,True,0.46,"Poor Sleep, Obesity Risk",Rural,6-10,2025-10-26,Weekend,2.5254000000000003,2.9646
10,Male,4.1,Tablet,True,0.45,"Poor Sleep, Obesity Risk",Urban,6-10,2025-10-17,Weekday,1.845,2.255
9,Male,6.83,Smartphone,True,0.56,"Poor Sleep, Eye Strain",Rural,6-10,2025-10-29,Weekday,3.8248,3.0052
16,Male,4.1,TV,True,0.49,None,Rural,16-20,2025-10-04,Weekend,2.009,2.0909999999999997
17,Female,2.9,Laptop,False,0.35,None,Urban,16-20,2025-10-31,Weekday,1.015,1.885
13,Male,4.78,Smartphone,True,0.46,"Poor Sleep, Anxiety",Urban,11-15,2025-10-18,Weekend,2.1988000000000003,2.5812
17,Female,5.69,Smartphone,True,0.33,None,Urban,16-20,2025-10-13,Weekday,1.8777000000000001,3.8123000000000005
10,Male,6.33,Tablet,True,0.5,Poor Sleep,Urban,6-10,2025-10-10,Weekday,3.165,3.165
15,Male,3.14,TV,True,0.37,Anxiety,Urban,11-15,2025-10-10,Weekday,1.1618,1.9782000000000002
15,Male,5.56,Laptop,True,0.31,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-27,Weekday,1.7235999999999998,3.8364
9,Male,3.11,Smartphone,True,0.47,Anxiety,Urban,6-10,2025-10-05,Weekend,1.4616999999999998,1.6483
13,Male,4.9,TV,True,0.38,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-31,Weekday,1.862,3.0380000000000003
14,Male,6.39,Tablet,True,0.4,"Poor Sleep, Anxiety",Urban,11-15,2025-10-19,Weekend,2.556,3.8339999999999996
9,Male,1.38,Smartphone,False,0.52,None,Urban,6-10,2025-10-08,Weekday,0.7176,0.6623999999999999
18,Male,7.75,Tablet,True,0.34,None,Urban,16-20,2025-10-06,Weekday,2.6350000000000002,5.115
17,Female,5.12,Smartphone,True,0.3,Poor Sleep,Urban,16-20,2025-10-25,Weekend,1.536,3.584
9,Female,2.31,Smartphone,True,0.59,None,Urban,6-10,2025-10-20,Weekday,1.3629,0.9471
17,Female,5.34,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-27,Weekday,2.5098,2.8302
8,Male,7.91,Smartphone,True,0.58,Poor Sleep,Urban,6-10,2025-10-04,Weekend,4.5878,3.3222000000000005
15,Female,4.46,Tablet,True,0.32,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-07,Weekday,1.4272,3.0328
8,Male,2.02,Smartphone,True,0.57,None,Urban,6-10,2025-10-23,Weekday,1.1514,0.8686
16,Male,4.92,Smartphone,True,0.47,Poor Sleep,Rural,16-20,2025-10-22,Weekday,2.3124,2.6076
18,Male,4.64,Smartphone,True,0.46,Poor Sleep,Urban,16-20,2025-10-31,Weekday,2.1344,2.5056
13,Male,3.55,TV,True,0.34,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-16,Weekday,1.207,2.343
14,Female,5.04,Smartphone,True,0.38,Poor Sleep,Urban,11-15,2025-10-04,Weekend,1.9152,3.1248
17,Male,2.91,Tablet,False,0.34,None,Rural,16-20,2025-10-01,Weekday,0.9894000000000002,1.9205999999999999
14,Male,4.64,Smartphone,True,0.44,"Poor Sleep, Anxiety",Rural,11-15,2025-10-17,Weekday,2.0416,2.5984
17,Female,4.68,Tablet,True,0.38,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-19,Weekend,1.7784,2.9015999999999997
10,Female,6.09,TV,True,0.47,"Eye Strain, Anxiety, Obesity Risk",Rural,6-10,2025-10-11,Weekend,2.8623,3.2277
9,Female,4.12,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Rural,6-10,2025-10-04,Weekend,1.9364,2.1836
16,Female,5.29,TV,True,0.5,Anxiety,Rural,16-20,2025-10-09,Weekday,2.645,2.645
15,Male,4.03,Smartphone,True,0.38,Poor Sleep,Rural,11-15,2025-10-10,Weekday,1.5314,2.4986
17,Male,5.44,Laptop,True,0.36,"Eye Strain, Anxiety",Urban,16-20,2025-10-19,Weekend,1.9584000000000001,3.4816000000000003
14,Male,4.94,Smartphone,True,0.41,None,Urban,11-15,2025-10-20,Weekday,2.0254,2.9146000000000005
16,Female,3.95,Laptop,True,0.41,None,Urban,16-20,2025-10-05,Weekend,1.6195,2.3305000000000002
11,Female,3.28,Smartphone,True,0.36,Poor Sleep,Urban,11-15,2025-10-15,Weekday,1.1807999999999998,2.0991999999999997
11,Female,4.39,Smartphone,True,0.37,Poor Sleep,Urban,11-15,2025-10-08,Weekday,1.6242999999999999,2.7657
8,Female,1.87,Smartphone,False,0.59,None,Urban,6-10,2025-10-13,Weekday,1.1033,0.7667000000000002
15,Male,3.07,Smartphone,True,0.46,None,Urban,11-15,2025-10-13,Weekday,1.4122,1.6578
10,Male,0.96,TV,False,0.54,None,Urban,6-10,2025-10-12,Weekend,0.5184,0.4416
14,Male,3.82,Smartphone,True,0.31,Poor Sleep,Urban,11-15,2025-10-25,Weekend,1.1842,2.6357999999999997
9,Female,0.26,TV,False,0.55,None,Rural,6-10,2025-10-16,Weekday,0.14300000000000002,0.11699999999999999
9,Male,3.21,Smartphone,True,0.45,"Poor Sleep, Eye Strain, Obesity Risk",Urban,6-10,2025-10-26,Weekend,1.4445000000000001,1.7654999999999998
14,Female,5.15,Tablet,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15,2025-10-03,Weekday,1.854,3.2960000000000003
13,Male,4.86,Smartphone,True,0.48,"Eye Strain, Obesity Risk",Urban,11-15,2025-10-04,Weekend,2.3328,2.5272
10,Male,5.88,TV,True,0.41,Anxiety,Urban,6-10,2025-10-13,Weekday,2.4107999999999996,3.4692000000000003
16,Male,4.29,Tablet,True,0.46,Poor Sleep,Urban,16-20,2025-10-05,Weekend,1.9734,2.3166
17,Male,6.13,TV,True,0.39,Eye Strain,Urban,16-20,2025-10-04,Weekend,2.3907,3.7393
13,Female,4.53,Laptop,True,0.5,None,Urban,11-15,2025-10-20,Weekday,2.265,2.265
17,Female,6.49,TV,True,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Rural,16-20,2025-10-20,Weekday,2.4013,4.0887
17,Male,4.61,Laptop,True,0.33,Poor Sleep,Urban,16-20,2025-10-13,Weekday,1.5213,3.0887000000000002
13,Male,4.04,Tablet,True,0.35,None,Urban,11-15,2025-10-18,Weekend,1.414,2.6260000000000003
8,Male,4.31,TV,True,0.46,Eye Strain,Urban,6-10,2025-10-14,Weekday,1.9826,2.3274
11,Male,4.55,TV,True,0.43,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-23,Weekday,1.9565,2.5934999999999997
17,Male,4.76,Smartphone,True,0.46,"Poor Sleep, Obesity Risk",Urban,16-20,2025-10-13,Weekday,2.1896,2.5704
13,Female,4.08,Smartphone,True,0.39,Obesity Risk,Urban,11-15,2025-10-09,Weekday,1.5912000000000002,2.4888
13,Female,5.54,TV,True,0.42,Poor Sleep,Rural,11-15,2025-10-25,Weekend,2.3268,3.2132
18,Female,6.81,Laptop,True,0.4,None,Urban,16-20,2025-10-07,Weekday,2.724,4.085999999999999
12,Female,4.05,Smartphone,True,0.42,Poor Sleep,Urban,11-15,2025-10-28,Weekday,1.7009999999999998,2.349
8,Female,7.57,Smartphone,True,0.57,Poor Sleep,Urban,6-10,2025-10-21,Weekday,4.3149,3.2551000000000005
15,Female,4.55,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-27,Weekday,1.9565,2.5934999999999997
12,Male,3.13,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-30,Weekday,1.0329,2.0971
12,Female,4.26,TV,True,0.49,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-08,Weekday,2.0873999999999997,2.1726
14,Male,4.28,TV,True,0.47,Poor Sleep,Urban,11-15,2025-10-14,Weekday,2.0116,2.2684
11,Female,5.24,Smartphone,True,0.32,Poor Sleep,Urban,11-15,2025-10-16,Weekday,1.6768,3.5632
13,Male,3.75,Tablet,True,0.36,Anxiety,Urban,11-15,2025-10-02,Weekday,1.3499999999999999,2.4000000000000004
11,Male,4.54,Laptop,True,0.37,Eye Strain,Rural,11-15,2025-10-05,Weekend,1.6798,2.8602
10,Male,2.79,Smartphone,True,0.59,None,Urban,6-10,2025-10-20,Weekday,1.6461,1.1439000000000001
14,Male,5.67,Smartphone,True,0.35,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-31,Weekday,1.9845,3.6855
15,Female,3.91,Laptop,True,0.49,Poor Sleep,Rural,11-15,2025-10-12,Weekend,1.9159,1.9941000000000002
11,Female,4.55,Laptop,True,0.49,Poor Sleep,Rural,11-15,2025-10-27,Weekday,2.2295,2.3205
9,Male,11.18,Tablet,True,0.52,Eye Strain,Rural,6-10,2025-10-26,Weekend,5.8136,5.3664
17,Female,7.29,Laptop,True,0.49,Poor Sleep,Rural,16-20,2025-10-03,Weekday,3.5721,3.7179
10,Male,2.76,Tablet,True,0.54,None,Urban,6-10,2025-10-01,Weekday,1.4904,1.2695999999999998
8,Female,0.96,Smartphone,False,0.4,None,Urban,6-10,2025-10-28,Weekday,0.384,0.576
15,Female,4.91,Smartphone,True,0.35,None,Rural,11-15,2025-10-28,Weekday,1.7185,3.1915000000000004
10,Male,3.23,Tablet,True,0.58,Poor Sleep,Urban,6-10,2025-10-22,Weekday,1.8734,1.3566
17,Female,4.71,Smartphone,True,0.39,Eye Strain,Urban,16-20,2025-10-24,Weekday,1.8369,2.8731
14,Male,3.41,TV,True,0.35,"Poor Sleep, Anxiety",Urban,11-15,2025-10-20,Weekday,1.1935,2.2165
17,Female,5.22,Smartphone,True,0.37,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-23,Weekday,1.9313999999999998,3.2885999999999997
12,Female,3.67,Smartphone,True,0.33,"Poor Sleep, Anxiety",Rural,11-15,2025-10-18,Weekend,1.2111,2.4589
17,Female,5.45,Tablet,True,0.41,"Eye Strain, Anxiety",Urban,16-20,2025-10-10,Weekday,2.2345,3.2155
12,Female,3.6,Laptop,True,0.48,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-24,Weekday,1.728,1.872
14,Female,4.36,Smartphone,True,0.46,Poor Sleep,Urban,11-15,2025-10-21,Weekday,2.0056000000000003,2.3544
16,Male,4.51,Smartphone,True,0.46,Anxiety,Rural,16-20,2025-10-10,Weekday,2.0745999999999998,2.4354
12,Male,5.6,Laptop,True,0.47,Obesity Risk,Urban,11-15,2025-10-01,Weekday,2.6319999999999997,2.968
8,Male,4.1,Smartphone,True,0.53,"Poor Sleep, Eye Strain",Urban,6-10,2025-10-08,Weekday,2.173,1.9269999999999996
17,Female,5.7,Smartphone,True,0.38,None,Rural,16-20,2025-10-04,Weekend,2.166,3.5340000000000003
17,Female,6.58,Smartphone,True,0.49,None,Rural,16-20,2025-10-21,Weekday,3.2242,3.3558
8,Female,7.78,TV,True,0.5,Poor Sleep,Rural,6-10,2025-10-29,Weekday,3.89,3.89
9,Male,5.32,TV,True,0.42,Eye Strain,Urban,6-10,2025-10-10,Weekday,2.2344,3.0856000000000003
13,Male,5.04,Tablet,True,0.33,None,Rural,11-15,2025-10-21,Weekday,1.6632,3.3768000000000002
16,Female,5.2,Tablet,True,0.4,Poor Sleep,Rural,16-20,2025-10-28,Weekday,2.08,3.12
15,Female,5.02,TV,True,0.35,Poor Sleep,Urban,11-15,2025-10-01,Weekday,1.7569999999999997,3.263
12,Female,4.52,TV,True,0.37,Poor Sleep,Urban,11-15,2025-10-27,Weekday,1.6723999999999999,2.8476
8,Male,2.68,TV,True,0.41,None,Urban,6-10,2025-10-29,Weekday,1.0988,1.5812000000000002
14,Female,4.91,Smartphone,True,0.4,Obesity Risk,Urban,11-15,2025-10-30,Weekday,1.9640000000000002,2.9459999999999997
12,Male,4.97,Laptop,True,0.32,"Poor Sleep, Anxiety",Rural,11-15,2025-10-09,Weekday,1.5904,3.3796
13,Female,2.73,Smartphone,False,0.3,None,Urban,11-15,2025-10-29,Weekday,0.819,1.911
14,Male,5.77,Laptop,True,0.42,Poor Sleep,Rural,11-15,2025-10-16,Weekday,2.4233999999999996,3.3466
10,Female,6.68,Smartphone,True,0.42,Poor Sleep,Urban,6-10,2025-10-31,Weekday,2.8055999999999996,3.8744
17,Male,3.74,TV,True,0.47,None,Urban,16-20,2025-10-13,Weekday,1.7578,1.9822000000000002
10,Female,9.33,Tablet,True,0.41,Poor Sleep,Rural,6-10,2025-10-05,Weekend,3.8253,5.5047
12,Male,4.95,Smartphone,True,0.46,Poor Sleep,Urban,11-15,2025-10-15,Weekday,2.277,2.673
13,Male,4.66,Smartphone,True,0.48,Poor Sleep,Urban,11-15,2025-10-16,Weekday,2.2368,2.4232
16,Male,3.47,TV,True,0.39,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-03,Weekday,1.3533000000000002,2.1167
12,Male,4.58,Smartphone,True,0.49,Obesity Risk,Urban,11-15,2025-10-17,Weekday,2.2442,2.3358
8,Female,8.46,Smartphone,True,0.46,None,Urban,6-10,2025-10-29,Weekday,3.8916000000000004,4.5684000000000005
11,Female,3.93,Smartphone,True,0.33,None,Rural,11-15,2025-10-26,Weekend,1.2969000000000002,2.6330999999999998
12,Male,5.47,Smartphone,True,0.33,Eye Strain,Urban,11-15,2025-10-29,Weekday,1.8051,3.6649
17,Male,4.05,Laptop,True,0.44,None,Urban,16-20,2025-10-17,Weekday,1.782,2.268
17,Female,4.88,TV,True,0.37,Poor Sleep,Urban,16-20,2025-10-30,Weekday,1.8055999999999999,3.0744
12,Female,5.21,Laptop,True,0.33,None,Urban,11-15,2025-10-16,Weekday,1.7193,3.4907
14,Male,3.11,Laptop,True,0.4,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-14,Weekday,1.244,1.8659999999999999
11,Female,5.47,Tablet,True,0.4,None,Urban,11-15,2025-10-21,Weekday,2.188,3.2819999999999996
8,Female,4.45,Smartphone,True,0.59,Poor Sleep,Rural,6-10,2025-10-21,Weekday,2.6255,1.8245
12,Female,5.09,Laptop,True,0.48,"Poor Sleep, Obesity Risk",Rural,11-15,2025-10-29,Weekday,2.4432,2.6468
14,Female,2.56,Tablet,False,0.38,None,Urban,11-15,2025-10-23,Weekday,0.9728,1.5872000000000002
17,Female,4.78,Smartphone,True,0.41,None,Urban,16-20,2025-10-20,Weekday,1.9598,2.8202000000000003
17,Female,5.9,Laptop,True,0.35,Poor Sleep,Urban,16-20,2025-10-02,Weekday,2.065,3.8350000000000004
13,Female,3.73,Smartphone,True,0.34,Poor Sleep,Urban,11-15,2025-10-28,Weekday,1.2682,2.4618
12,Male,3.76,Smartphone,True,0.38,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15,2025-10-17,Weekday,1.4287999999999998,2.3312
